pid	date	area	location	natural_lawson_store	y
p000	201601	関東	住宅立地	1	3.1465
p000	201602	関東	住宅立地	1	3.0836
p000	201603	関東	住宅立地	1	3.9878
p000	201604	関東	住宅立地	1	3.7328
p000	201605	関東	住宅立地	1	4.7529
p000	201506	関東	学校立地	0	2.4229
p000	201507	関東	学校立地	0	1.5051
p000	201508	関東	学校立地	0	1.1748
p000	201509	関東	学校立地	0	1.1381
p000	201510	関東	学校立地	0	1.9457
p000	201511	関東	学校立地	0	1.9823
p000	201512	関東	学校立地	0	1.6887
p000	201601	関東	学校立地	0	2.3128
p000	201602	関東	学校立地	0	1.395
p000	201603	関東	学校立地	0	1.4978
p000	201604	関東	学校立地	0	1.5786
p000	201605	関東	学校立地	0	1.9823
p000	201506	関東	観光立地	0	2.1743
p000	201507	関東	観光立地	0	1.9953
p000	201508	関東	観光立地	0	2.0091
p000	201509	関東	観光立地	0	1.9856
p000	201510	関東	観光立地	0	1.9463
p000	201511	関東	観光立地	0	1.931
p000	201512	関東	観光立地	0	1.9607
p000	201601	関東	観光立地	0	1.8054
p000	201602	関東	観光立地	0	1.8135
p000	201603	関東	観光立地	0	2.3054
p000	201604	関東	観光立地	0	2.1706
p000	201605	関東	観光立地	0	2.1642
p000	201506	関東	観光立地	1	4.6915
p000	201507	関東	観光立地	1	4.3171
p000	201508	関東	観光立地	1	4.7356
p000	201509	関東	観光立地	1	4.038
p000	201510	関東	観光立地	1	4.968
p000	201511	関東	観光立地	1	3.8423
p000	201512	関東	観光立地	1	4.0197
p000	201601	関東	観光立地	1	3.8178
p000	201602	関東	観光立地	1	3.8545
p000	201603	関東	観光立地	1	3.7443
p000	201604	関東	観光立地	1	5.849
p000	201605	関東	観光立地	1	5.7046
p000	201506	近畿	ビジネス立地	0	1.9753
p000	201507	近畿	ビジネス立地	0	1.6178
p000	201508	近畿	ビジネス立地	0	1.5341
p000	201509	近畿	ビジネス立地	0	1.5582
p000	201510	近畿	ビジネス立地	0	1.413
p000	201511	近畿	ビジネス立地	0	1.6071
p000	201512	近畿	ビジネス立地	0	1.5418
p000	201601	近畿	ビジネス立地	0	1.4723
p000	201602	近畿	ビジネス立地	0	1.413
p000	201603	近畿	ビジネス立地	0	1.5541
p000	201604	近畿	ビジネス立地	0	1.6032
p000	201605	近畿	ビジネス立地	0	1.59
p000	201506	近畿	住宅立地	0	2.1389
p000	201507	近畿	住宅立地	0	1.6224
p000	201508	近畿	住宅立地	0	1.6096
p000	201509	近畿	住宅立地	0	1.393
p000	201510	近畿	住宅立地	0	1.1391
p000	201511	近畿	住宅立地	0	1.2597
p000	201512	近畿	住宅立地	0	1.1881
p000	201601	近畿	住宅立地	0	1.4424
p000	201602	近畿	住宅立地	0	1.4963
p000	201603	近畿	住宅立地	0	1.3358
p000	201604	近畿	住宅立地	0	1.4188
p000	201605	近畿	住宅立地	0	1.0724
p000	201506	近畿	学校立地	0	1.5859
p000	201507	近畿	学校立地	0	0.9912
p000	201508	近畿	学校立地	0	1.0573
p000	201509	近畿	学校立地	0	0.6608
p000	201510	近畿	学校立地	0	1.1894
p000	201511	近畿	学校立地	0	1.4868
p000	201512	近畿	学校立地	0	1.3216
p000	201601	近畿	学校立地	0	0.7159
p000	201602	近畿	学校立地	0	0.9545
p000	201603	近畿	学校立地	0	1.1014
p000	201604	近畿	学校立地	0	2.276
p000	201605	近畿	学校立地	0	1.4684
p000	201506	近畿	観光立地	0	2.9104
p000	201507	近畿	観光立地	0	2.8739
p000	201508	近畿	観光立地	0	3.3764
p000	201509	近畿	観光立地	0	2.7849
p000	201510	近畿	観光立地	0	2.7493
p000	201511	近畿	観光立地	0	2.5732
p000	201512	近畿	観光立地	0	2.4834
p000	201601	近畿	観光立地	0	2.289
p000	201602	近畿	観光立地	0	1.623
p000	201603	近畿	観光立地	0	1.8336
p000	201604	近畿	観光立地	0	1.5879
p000	201605	近畿	観光立地	0	1.6012
p000	201506	東北	ビジネス立地	0	1.953
p000	201507	東北	ビジネス立地	0	1.5969
p000	201508	東北	ビジネス立地	0	1.8722
p000	201509	東北	ビジネス立地	0	1.7492
p000	201510	東北	ビジネス立地	0	1.4929
p000	201511	東北	ビジネス立地	0	1.5052
p000	201512	東北	ビジネス立地	0	2.0802
p000	201601	東北	ビジネス立地	0	1.811
p000	201602	東北	ビジネス立地	0	1.5174
p000	201603	東北	ビジネス立地	0	1.6585
p000	201604	東北	ビジネス立地	0	2.0212
p000	201605	東北	ビジネス立地	0	1.5051
p000	201506	東北	住宅立地	0	1.3877
p000	201507	東北	住宅立地	0	1.4978
p000	201508	東北	住宅立地	0	1.5639
p000	201509	東北	住宅立地	0	1.2971
p000	201510	東北	住宅立地	0	1.1748
p000	201511	東北	住宅立地	0	1.1289
p000	201512	東北	住宅立地	0	1.0279
p000	201601	東北	住宅立地	0	1.1014
p000	201602	東北	住宅立地	0	1.2586
p000	201603	東北	住宅立地	0	1.3767
p000	201604	東北	住宅立地	0	1.294
p000	201605	東北	住宅立地	0	1.4868
p000	201506	東北	学校立地	0	1.9824
p000	201507	東北	学校立地	0	1.9824
p000	201508	東北	学校立地	0	0.6609
p000	201509	東北	学校立地	0	1.9823
p000	201510	東北	学校立地	0	0.8812
p000	201511	東北	学校立地	0	1.5418
p000	201512	東北	学校立地	0	1.1013
p000	201601	東北	学校立地	0	2.4228
p000	201602	東北	学校立地	0	1.5419
p000	201603	東北	学校立地	0	2.8634
p000	201604	東北	学校立地	0	2.4228
p000	201605	東北	学校立地	0	1.7621
p000	201506	東北	観光立地	0	2.2382
p000	201507	東北	観光立地	0	2.1234
p000	201508	東北	観光立地	0	2.1145
p000	201509	東北	観光立地	0	1.9281
p000	201510	東北	観光立地	0	1.9299
p000	201511	東北	観光立地	0	1.901
p000	201512	東北	観光立地	0	1.6774
p000	201601	東北	観光立地	0	1.8481
p000	201602	東北	観光立地	0	1.6258
p000	201603	東北	観光立地	0	1.5384
p000	201604	東北	観光立地	0	1.6186
p000	201605	東北	観光立地	0	1.5768
p000	201506	四国	ビジネス立地	0	1.7474
p000	201507	四国	ビジネス立地	0	1.353
p000	201508	四国	ビジネス立地	0	1.9823
p000	201509	四国	ビジネス立地	0	1.796
p000	201510	四国	ビジネス立地	0	1.5418
p000	201511	四国	ビジネス立地	0	1.6435
p000	201512	四国	ビジネス立地	0	1.3385
p000	201601	四国	ビジネス立地	0	1.5418
p000	201602	四国	ビジネス立地	0	1.3385
p000	201603	四国	ビジネス立地	0	1.2849
p000	201604	四国	ビジネス立地	0	1.3767
p000	201605	四国	ビジネス立地	0	1.5051
p000	201506	四国	住宅立地	0	2.6431
p000	201507	四国	住宅立地	0	1.652
p000	201508	四国	住宅立地	0	1.3215
p000	201509	四国	住宅立地	0	1.4318
p000	201510	四国	住宅立地	0	1.395
p000	201511	四国	住宅立地	0	1.1748
p000	201512	四国	住宅立地	0	1.3216
p000	201601	四国	住宅立地	0	1.652
p000	201602	四国	住宅立地	0	0.8811
p000	201603	四国	住宅立地	0	1.3216
p000	201604	四国	住宅立地	0	0.6609
p000	201605	四国	住宅立地	0	1.4318
p000	201506	四国	学校立地	0	0.9912
p000	201507	四国	学校立地	0	1.9824
p000	201508	四国	学校立地	0	0.9912
p000	201509	四国	学校立地	0	0.9912
p000	201510	四国	学校立地	0	1.5418
p000	201511	四国	学校立地	0	1.4317
p000	201512	四国	学校立地	0	1.7622
p000	201601	四国	学校立地	0	2.4229
p000	201602	四国	学校立地	0	0.8811
p000	201603	四国	学校立地	0	4.0748
p000	201604	四国	学校立地	0	1.7622
p000	201605	四国	学校立地	0	0.5507
p000	201506	四国	観光立地	0	2.1255
p000	201507	四国	観光立地	0	1.9541
p000	201508	四国	観光立地	0	1.8317
p000	201509	四国	観光立地	0	1.6578
p000	201510	四国	観光立地	0	1.6788
p000	201511	四国	観光立地	0	1.6966
p000	201512	四国	観光立地	0	1.95
p000	201601	四国	観光立地	0	2.0895
p000	201602	四国	観光立地	0	1.523
p000	201603	四国	観光立地	0	1.5167
p000	201604	四国	観光立地	0	1.3864
p000	201605	四国	観光立地	0	1.4723
p000	201506	北海道	ビジネス立地	0	2.0154
p000	201507	北海道	ビジネス立地	0	2.117
p000	201508	北海道	ビジネス立地	0	2.0983
p000	201509	北海道	ビジネス立地	0	2.2638
p000	201510	北海道	ビジネス立地	0	1.9128
p000	201511	北海道	ビジネス立地	0	1.7621
p000	201512	北海道	ビジネス立地	0	1.5882
p000	201601	北海道	ビジネス立地	0	1.6765
p000	201602	北海道	ビジネス立地	0	2.2415
p000	201603	北海道	ビジネス立地	0	1.7362
p000	201604	北海道	ビジネス立地	0	1.8896
p000	201605	北海道	ビジネス立地	0	1.7499
p000	201506	北海道	住宅立地	0	1.7113
p000	201507	北海道	住宅立地	0	1.1691
p000	201508	北海道	住宅立地	0	1.63
p000	201509	北海道	住宅立地	0	1.5218
p000	201510	北海道	住宅立地	0	1.3616
p000	201511	北海道	住宅立地	0	1.3656
p000	201512	北海道	住宅立地	0	1.4417
p000	201601	北海道	住宅立地	0	1.6019
p000	201602	北海道	住宅立地	0	1.2114
p000	201603	北海道	住宅立地	0	1.6642
p000	201604	北海道	住宅立地	0	1.5018
p000	201605	北海道	住宅立地	0	1.7821
p000	201506	北海道	学校立地	0	5.7266
p000	201507	北海道	学校立地	0	3.5241
p000	201508	北海道	学校立地	0	4.1849
p000	201509	北海道	学校立地	0	3.7444
p000	201510	北海道	学校立地	0	2.6432
p000	201511	北海道	学校立地	0	2.2026
p000	201512	北海道	学校立地	0	1.3217
p000	201601	北海道	学校立地	0	2.6431
p000	201602	北海道	学校立地	0	1.5419
p000	201603	北海道	学校立地	0	2.423
p000	201604	北海道	学校立地	0	1.3217
p000	201605	北海道	学校立地	0	1.3216
p000	201506	北海道	観光立地	0	1.7097
p000	201507	北海道	観光立地	0	1.4758
p000	201508	北海道	観光立地	0	1.7201
p000	201509	北海道	観光立地	0	1.5198
p000	201510	北海道	観光立地	0	1.1747
p000	201511	北海道	観光立地	0	1.2752
p000	201512	北海道	観光立地	0	1.0713
p000	201601	北海道	観光立地	0	1.5419
p000	201602	北海道	観光立地	0	1.1747
p000	201603	北海道	観光立地	0	1.4259
p000	201604	北海道	観光立地	0	1.4955
p000	201605	北海道	観光立地	0	1.4427
p000	201506	九州	ビジネス立地	0	2.5256
p000	201507	九州	ビジネス立地	0	2.8307
p000	201508	九州	ビジネス立地	0	2.7736
p000	201509	九州	ビジネス立地	0	2.635
p000	201510	九州	ビジネス立地	0	2.4637
p000	201511	九州	ビジネス立地	0	2.372
p000	201512	九州	ビジネス立地	0	2.4871
p000	201601	九州	ビジネス立地	0	2.255
p000	201602	九州	ビジネス立地	0	2.2927
p000	201603	九州	ビジネス立地	0	2.4648
p000	201604	九州	ビジネス立地	0	2.6231
p000	201605	九州	ビジネス立地	0	2.6531
p000	201506	九州	住宅立地	0	1.8532
p000	201507	九州	住宅立地	0	1.8943
p000	201508	九州	住宅立地	0	2.0484
p000	201509	九州	住宅立地	0	1.7778
p000	201510	九州	住宅立地	0	2.0088
p000	201511	九州	住宅立地	0	1.9919
p000	201512	九州	住宅立地	0	1.9345
p000	201601	九州	住宅立地	0	1.9509
p000	201602	九州	住宅立地	0	1.8822
p000	201603	九州	住宅立地	0	1.7321
p000	201604	九州	住宅立地	0	1.9723
p000	201605	九州	住宅立地	0	2.3941
p000	201506	九州	学校立地	0	0.771
p000	201507	九州	学校立地	0	0.9545
p000	201508	九州	学校立地	0	0.881
p000	201509	九州	学校立地	0	0.8811
p000	201510	九州	学校立地	0	1.1013
p000	201511	九州	学校立地	0	1.8722
p000	201512	九州	学校立地	0	0.8811
p000	201601	九州	学校立地	0	1.9824
p000	201602	九州	学校立地	0	1.3216
p000	201603	九州	学校立地	0	1.3216
p000	201604	九州	学校立地	0	1.1014
p000	201605	九州	学校立地	0	0.8811
p000	201506	九州	観光立地	0	2.0721
p000	201507	九州	観光立地	0	2.0138
p000	201508	九州	観光立地	0	2.4028
p000	201509	九州	観光立地	0	2.0073
p000	201510	九州	観光立地	0	2.0184
p000	201511	九州	観光立地	0	1.999
p000	201512	九州	観光立地	0	1.9958
p000	201601	九州	観光立地	0	1.9339
p000	201602	九州	観光立地	0	1.8355
p000	201603	九州	観光立地	0	1.9181
p000	201604	九州	観光立地	0	2.0817
p000	201605	九州	観光立地	0	2.0495
p000	201506	中部	ビジネス立地	0	2.1145
p000	201507	中部	ビジネス立地	0	1.632
p000	201508	中部	ビジネス立地	0	1.6547
p000	201509	中部	ビジネス立地	0	1.8573
p000	201510	中部	ビジネス立地	0	1.655
p000	201511	中部	ビジネス立地	0	1.4789
p000	201512	中部	ビジネス立地	0	1.6973
p000	201601	中部	ビジネス立地	0	1.7688
p000	201602	中部	ビジネス立地	0	1.3973
p000	201603	中部	ビジネス立地	0	4.0144
p000	201604	中部	ビジネス立地	0	1.5763
p000	201605	中部	ビジネス立地	0	1.6948
p000	201506	中部	住宅立地	0	2.3049
p000	201507	中部	住宅立地	0	1.8045
p000	201508	中部	住宅立地	0	2.3297
p000	201509	中部	住宅立地	0	2.0264
p000	201510	中部	住宅立地	0	1.6245
p000	201511	中部	住宅立地	0	1.6795
p000	201512	中部	住宅立地	0	1.628
p000	201601	中部	住宅立地	0	1.3491
p000	201602	中部	住宅立地	0	1.3216
p000	201603	中部	住宅立地	0	1.4461
p000	201604	中部	住宅立地	0	1.3216
p000	201605	中部	住宅立地	0	1.2482
p000	201506	中部	学校立地	0	0.8811
p000	201507	中部	学校立地	0	0.6608
p000	201508	中部	学校立地	0	0.9912
p000	201509	中部	学校立地	0	0.6608
p000	201510	中部	学校立地	0	0.4406
p000	201511	中部	学校立地	0	1.3216
p000	201512	中部	学校立地	0	1.1014
p000	201601	中部	学校立地	0	1.652
p000	201602	中部	学校立地	0	1.1014
p000	201603	中部	学校立地	0	0.8811
p000	201604	中部	学校立地	0	1.5419
p000	201605	中部	学校立地	0	1.5418
p000	201506	中部	観光立地	0	1.9894
p000	201507	中部	観光立地	0	2.0649
p000	201508	中部	観光立地	0	2.1922
p000	201509	中部	観光立地	0	1.9337
p000	201510	中部	観光立地	0	1.8144
p000	201511	中部	観光立地	0	1.7437
p000	201512	中部	観光立地	0	1.7759
p000	201601	中部	観光立地	0	1.9043
p000	201602	中部	観光立地	0	1.6706
p000	201603	中部	観光立地	0	1.6791
p000	201604	中部	観光立地	0	1.8032
p000	201605	中部	観光立地	0	2.1754
p000	201506	中国	ビジネス立地	0	3.9646
p000	201507	中国	ビジネス立地	0	4.9436
p000	201508	中国	ビジネス立地	0	4.7355
p000	201509	中国	ビジネス立地	0	3.5462
p000	201510	中国	ビジネス立地	0	4.4713
p000	201511	中国	ビジネス立地	0	3.6122
p000	201512	中国	ビジネス立地	0	2.9955
p000	201601	中国	ビジネス立地	0	3.392
p000	201602	中国	ビジネス立地	0	2.5771
p000	201603	中国	ビジネス立地	0	4.0626
p000	201604	中国	ビジネス立地	0	3.5241
p000	201605	中国	ビジネス立地	0	3.4018
p000	201506	中国	住宅立地	0	2.6431
p000	201507	中国	住宅立地	0	2.3678
p000	201508	中国	住宅立地	0	2.12
p000	201509	中国	住宅立地	0	1.8723
p000	201510	中国	住宅立地	0	1.8446
p000	201511	中国	住宅立地	0	2.0139
p000	201512	中国	住宅立地	0	2.4858
p000	201601	中国	住宅立地	0	2.297
p000	201602	中国	住宅立地	0	1.7621
p000	201603	中国	住宅立地	0	1.5733
p000	201604	中国	住宅立地	0	1.3767
p000	201605	中国	住宅立地	0	1.5694
p000	201506	中国	観光立地	0	2.742
p000	201507	中国	観光立地	0	2.5952
p000	201508	中国	観光立地	0	2.2682
p000	201509	中国	観光立地	0	2.3152
p000	201510	中国	観光立地	0	2.3739
p000	201511	中国	観光立地	0	2.4689
p000	201512	中国	観光立地	0	2.5919
p000	201601	中国	観光立地	0	2.4865
p000	201602	中国	観光立地	0	2.1781
p000	201603	中国	観光立地	0	2.3819
p000	201604	中国	観光立地	0	2.346
p000	201605	中国	観光立地	0	1.9402
p001	201510	関東	ビジネス立地	0	4.5939
p001	201511	関東	ビジネス立地	0	5.7011
p001	201512	関東	ビジネス立地	0	5.4018
p001	201601	関東	ビジネス立地	0	4.9643
p001	201602	関東	ビジネス立地	0	5.4021
p001	201603	関東	ビジネス立地	0	5.7617
p001	201604	関東	ビジネス立地	0	5.5896
p001	201605	関東	ビジネス立地	0	5.2048
p001	201510	関東	ビジネス立地	1	8.9854
p001	201511	関東	ビジネス立地	1	11.0926
p001	201512	関東	ビジネス立地	1	9.8489
p001	201601	関東	ビジネス立地	1	8.8156
p001	201602	関東	ビジネス立地	1	9.6912
p001	201603	関東	ビジネス立地	1	11.0836
p001	201604	関東	ビジネス立地	1	10.0707
p001	201605	関東	ビジネス立地	1	10.1503
p001	201510	関東	住宅立地	0	3.3247
p001	201511	関東	住宅立地	0	4.5925
p001	201512	関東	住宅立地	0	3.8736
p001	201601	関東	住宅立地	0	4.0478
p001	201602	関東	住宅立地	0	3.7736
p001	201603	関東	住宅立地	0	4.1494
p001	201604	関東	住宅立地	0	3.9869
p001	201605	関東	住宅立地	0	3.7189
p001	201510	関東	住宅立地	1	7.4428
p001	201511	関東	住宅立地	1	8.3973
p001	201512	関東	住宅立地	1	8.0577
p001	201601	関東	住宅立地	1	7.0482
p001	201602	関東	住宅立地	1	7.2225
p001	201603	関東	住宅立地	1	7.9843
p001	201604	関東	住宅立地	1	7.351
p001	201605	関東	住宅立地	1	6.8004
p001	201510	関東	学校立地	0	4.8824
p001	201511	関東	学校立地	0	6.7912
p001	201512	関東	学校立地	0	8.3697
p001	201601	関東	学校立地	0	6.2406
p001	201602	関東	学校立地	0	5.7634
p001	201603	関東	学校立地	0	4.4419
p001	201604	関東	学校立地	0	4.8456
p001	201605	関東	学校立地	0	4.1115
p001	201510	関東	観光立地	0	3.8969
p001	201511	関東	観光立地	0	5.0033
p001	201512	関東	観光立地	0	4.6988
p001	201601	関東	観光立地	0	4.752
p001	201602	関東	観光立地	0	4.8236
p001	201603	関東	観光立地	0	4.9191
p001	201604	関東	観光立地	0	4.991
p001	201605	関東	観光立地	0	4.7895
p001	201510	関東	観光立地	1	13.4556
p001	201511	関東	観光立地	1	12.929
p001	201512	関東	観光立地	1	13.8271
p001	201601	関東	観光立地	1	11.4753
p001	201602	関東	観光立地	1	10.9247
p001	201603	関東	観光立地	1	12.7968
p001	201604	関東	観光立地	1	12.4885
p001	201605	関東	観光立地	1	10.5723
p001	201510	近畿	ビジネス立地	0	2.4466
p001	201511	近畿	ビジネス立地	0	3.0412
p001	201512	近畿	ビジネス立地	0	3.1108
p001	201601	近畿	ビジネス立地	0	3.007
p001	201602	近畿	ビジネス立地	0	2.7921
p001	201603	近畿	ビジネス立地	0	3.1697
p001	201604	近畿	ビジネス立地	0	2.9094
p001	201605	近畿	ビジネス立地	0	2.84
p001	201510	近畿	住宅立地	0	2.2772
p001	201511	近畿	住宅立地	0	2.8518
p001	201512	近畿	住宅立地	0	2.8301
p001	201601	近畿	住宅立地	0	2.5226
p001	201602	近畿	住宅立地	0	2.5022
p001	201603	近畿	住宅立地	0	2.5937
p001	201604	近畿	住宅立地	0	2.8671
p001	201605	近畿	住宅立地	0	2.531
p001	201510	近畿	学校立地	0	2.9892
p001	201511	近畿	学校立地	0	3.5975
p001	201512	近畿	学校立地	0	3.8325
p001	201601	近畿	学校立地	0	3.5682
p001	201602	近畿	学校立地	0	2.533
p001	201603	近畿	学校立地	0	3.2095
p001	201604	近畿	学校立地	0	3.414
p001	201605	近畿	学校立地	0	3.4612
p001	201510	近畿	観光立地	0	2.6853
p001	201511	近畿	観光立地	0	3.5283
p001	201512	近畿	観光立地	0	3.3281
p001	201601	近畿	観光立地	0	3.577
p001	201602	近畿	観光立地	0	3.3549
p001	201603	近畿	観光立地	0	3.0329
p001	201604	近畿	観光立地	0	2.9489
p001	201605	近畿	観光立地	0	2.7864
p001	201510	東北	ビジネス立地	0	3.0043
p001	201511	東北	ビジネス立地	0	3.3039
p001	201512	東北	ビジネス立地	0	3.6012
p001	201601	東北	ビジネス立地	0	3.1166
p001	201602	東北	ビジネス立地	0	2.9909
p001	201603	東北	ビジネス立地	0	2.9208
p001	201604	東北	ビジネス立地	0	3.0653
p001	201605	東北	ビジネス立地	0	2.9919
p001	201510	東北	住宅立地	0	2.8973
p001	201511	東北	住宅立地	0	3.7444
p001	201512	東北	住宅立地	0	2.9835
p001	201601	東北	住宅立地	0	3.3259
p001	201602	東北	住宅立地	0	2.7092
p001	201603	東北	住宅立地	0	3.1037
p001	201604	東北	住宅立地	0	3.2022
p001	201605	東北	住宅立地	0	2.4737
p001	201510	東北	学校立地	0	4.1849
p001	201511	東北	学校立地	0	6.8279
p001	201512	東北	学校立地	0	2.4228
p001	201601	東北	学校立地	0	3.0837
p001	201602	東北	学校立地	0	2.6431
p001	201603	東北	学校立地	0	2.2026
p001	201604	東北	学校立地	0	4.6255
p001	201605	東北	学校立地	0	2.2026
p001	201510	東北	観光立地	0	2.6159
p001	201511	東北	観光立地	0	2.9309
p001	201512	東北	観光立地	0	2.6497
p001	201601	東北	観光立地	0	2.6534
p001	201602	東北	観光立地	0	2.5456
p001	201603	東北	観光立地	0	2.6255
p001	201604	東北	観光立地	0	2.5852
p001	201605	東北	観光立地	0	2.4878
p001	201510	四国	ビジネス立地	0	2.533
p001	201511	四国	ビジネス立地	0	3.2075
p001	201512	四国	ビジネス立地	0	2.8487
p001	201601	四国	ビジネス立地	0	2.8781
p001	201602	四国	ビジネス立地	0	2.8193
p001	201603	四国	ビジネス立地	0	2.9597
p001	201604	四国	ビジネス立地	0	2.5055
p001	201605	四国	ビジネス立地	0	2.4091
p001	201510	四国	住宅立地	0	1.3216
p001	201511	四国	住宅立地	0	1.3216
p001	201512	四国	住宅立地	0	1.5969
p001	201601	四国	住宅立地	0	2.2576
p001	201602	四国	住宅立地	0	1.1564
p001	201603	四国	住宅立地	0	1.8723
p001	201604	四国	住宅立地	0	1.5418
p001	201605	四国	住宅立地	0	1.5418
p001	201510	四国	学校立地	0	2.3128
p001	201511	四国	学校立地	0	2.4229
p001	201512	四国	学校立地	0	1.1014
p001	201601	四国	学校立地	0	3.5241
p001	201602	四国	学校立地	0	2.0924
p001	201603	四国	学校立地	0	2.2026
p001	201604	四国	学校立地	0	2.2026
p001	201605	四国	学校立地	0	1.9824
p001	201510	四国	観光立地	0	2.2026
p001	201511	四国	観光立地	0	2.6192
p001	201512	四国	観光立地	0	2.346
p001	201601	四国	観光立地	0	2.3665
p001	201602	四国	観光立地	0	2.2778
p001	201603	四国	観光立地	0	2.7762
p001	201604	四国	観光立地	0	2.2341
p001	201605	四国	観光立地	0	2.0812
p001	201510	北海道	ビジネス立地	0	3.2847
p001	201511	北海道	ビジネス立地	0	3.9067
p001	201512	北海道	ビジネス立地	0	4.0059
p001	201601	北海道	ビジネス立地	0	4.0472
p001	201602	北海道	ビジネス立地	0	3.6416
p001	201603	北海道	ビジネス立地	0	3.5461
p001	201604	北海道	ビジネス立地	0	3.9977
p001	201605	北海道	ビジネス立地	0	3.7234
p001	201510	北海道	住宅立地	0	2.7202
p001	201511	北海道	住宅立地	0	3.425
p001	201512	北海道	住宅立地	0	3.8545
p001	201601	北海道	住宅立地	0	4.3422
p001	201602	北海道	住宅立地	0	4.2793
p001	201603	北海道	住宅立地	0	3.7962
p001	201604	北海道	住宅立地	0	3.4997
p001	201605	北海道	住宅立地	0	2.6431
p001	201510	北海道	学校立地	0	2.8633
p001	201511	北海道	学校立地	0	1.5419
p001	201512	北海道	学校立地	0	2.6431
p001	201601	北海道	学校立地	0	2.6431
p001	201602	北海道	学校立地	0	0.8811
p001	201604	北海道	学校立地	0	1.3216
p001	201605	北海道	学校立地	0	2.2027
p001	201510	北海道	観光立地	0	2.9368
p001	201511	北海道	観光立地	0	3.117
p001	201512	北海道	観光立地	0	2.6887
p001	201601	北海道	観光立地	0	2.6963
p001	201602	北海道	観光立地	0	2.3551
p001	201603	北海道	観光立地	0	2.8152
p001	201604	北海道	観光立地	0	3.0642
p001	201605	北海道	観光立地	0	3.2391
p001	201510	九州	ビジネス立地	0	3.4225
p001	201511	九州	ビジネス立地	0	4.9925
p001	201512	九州	ビジネス立地	0	4.0541
p001	201601	九州	ビジネス立地	0	4.6804
p001	201602	九州	ビジネス立地	0	4.7768
p001	201603	九州	ビジネス立地	0	4.5625
p001	201604	九州	ビジネス立地	0	4.3073
p001	201605	九州	ビジネス立地	0	4.2461
p001	201510	九州	住宅立地	0	2.7532
p001	201511	九州	住宅立地	0	3.4622
p001	201512	九州	住宅立地	0	2.9913
p001	201601	九州	住宅立地	0	3.2613
p001	201602	九州	住宅立地	0	3.3626
p001	201603	九州	住宅立地	0	3.2095
p001	201604	九州	住宅立地	0	3.0773
p001	201605	九州	住宅立地	0	2.8508
p001	201510	九州	学校立地	0	3.4927
p001	201511	九州	学校立地	0	4.9085
p001	201512	九州	学校立地	0	4.7827
p001	201601	九州	学校立地	0	4.594
p001	201602	九州	学校立地	0	4.3684
p001	201603	九州	学校立地	0	4.1482
p001	201604	九州	学校立地	0	4.9558
p001	201605	九州	学校立地	0	4.7723
p001	201510	九州	観光立地	0	2.9973
p001	201511	九州	観光立地	0	3.8698
p001	201512	九州	観光立地	0	3.3763
p001	201601	九州	観光立地	0	3.6581
p001	201602	九州	観光立地	0	3.3832
p001	201603	九州	観光立地	0	3.6342
p001	201604	九州	観光立地	0	3.4025
p001	201605	九州	観光立地	0	3.2213
p001	201510	中部	ビジネス立地	0	2.7871
p001	201511	中部	ビジネス立地	0	3.4018
p001	201512	中部	ビジネス立地	0	3.8893
p001	201601	中部	ビジネス立地	0	3.9067
p001	201602	中部	ビジネス立地	0	3.6484
